Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Shipping Billing Same
89.38,bank transfer,toys & games,2,38,tablet,0,8,12,1
121.18,bank transfer,toys & games,5,17,desktop,0,289,6,1
124.89,debit card,clothing,3,40,desktop,0,38,10,1
241.26,bank transfer,health & beauty,3,47,tablet,0,231,14,1
118.3,debit card,health & beauty,4,30,desktop,0,27,11,1
56.47,credit card,toys & games,2,48,tablet,0,162,9,1
90.73,PayPal,clothing,1,34,desktop,0,257,10,1
30.18,debit card,electronics,2,31,mobile,0,91,6,1
51.4,debit card,health & beauty,2,28,mobile,1,25,1,1
170.62,PayPal,home & garden,1,25,tablet,0,338,13,1
203.1,debit card,electronics,5,38,desktop,1,46,8,1
388.25,debit card,clothing,5,30,tablet,0,119,4,1
238.11,PayPal,health & beauty,1,35,tablet,0,191,3,1
50.5,bank transfer,health & beauty,5,34,mobile,0,4,21,1
28.99,PayPal,health & beauty,1,32,tablet,0,131,20,1
547.28,credit card,toys & games,5,47,tablet,0,365,23,1
346.59,PayPal,health & beauty,4,29,mobile,0,292,10,1
41.28,credit card,electronics,4,38,tablet,0,317,7,1
477.07,credit card,electronics,3,34,mobile,0,99,11,1
180.68,credit card,health & beauty,2,16,tablet,0,37,2,0
32.53,debit card,home & garden,5,22,mobile,0,167,20,1
91.1,PayPal,clothing,3,22,tablet,0,99,4,1
78.28,PayPal,electronics,2,42,desktop,0,255,8,1
145.25,debit card,electronics,2,30,tablet,0,251,14,1
197.87,credit card,toys & games,2,35,desktop,0,309,23,1
243.39,credit card,home & garden,4,20,mobile,0,23,11,1
489.02,PayPal,health & beauty,1,36,desktop,0,303,9,1
334.96,PayPal,health & beauty,1,6,desktop,0,43,0,1
299.92,bank transfer,toys & games,2,43,desktop,0,185,22,1
147.91,PayPal,home & garden,5,36,tablet,0,239,16,1
642.59,debit card,clothing,1,39,tablet,0,240,12,1
733.5,credit card,health & beauty,2,52,tablet,0,53,0,1
182.66,bank transfer,health & beauty,4,34,tablet,0,232,21,1
429.67,PayPal,clothing,5,20,mobile,1,51,13,1
96.97,PayPal,clothing,3,42,tablet,0,82,22,1
166.31,debit card,toys & games,4,30,mobile,0,305,3,1
10.22,credit card,home & garden,1,37,mobile,0,93,0,1
227.47,bank transfer,home & garden,5,40,tablet,0,12,16,1
326.23,bank transfer,clothing,2,29,tablet,0,62,11,1
546.31,debit card,home & garden,2,40,mobile,0,90,0,1
83.21,PayPal,clothing,5,41,mobile,0,284,9,1
264.5,PayPal,home & garden,5,35,desktop,0,14,9,1
15.17,PayPal,electronics,1,37,mobile,0,271,16,0
26.24,bank transfer,toys & games,4,47,mobile,0,3,6,1
33.87,debit card,toys & games,5,30,mobile,0,220,18,1
181.27,bank transfer,electronics,2,45,desktop,0,34,1,0
112.44,credit card,toys & games,5,53,desktop,0,171,10,1
34.47,PayPal,clothing,5,34,tablet,0,114,19,1
166.27,bank transfer,electronics,4,28,desktop,0,104,18,1
59.61,credit card,clothing,5,34,mobile,0,156,20,1
212.48,bank transfer,health & beauty,3,34,tablet,0,167,3,1
177.29,PayPal,health & beauty,3,26,tablet,0,64,8,1
155.03,debit card,toys & games,2,37,mobile,0,266,15,1
224.47,debit card,electronics,5,39,mobile,0,117,22,1
444.79,debit card,health & beauty,1,44,tablet,0,28,13,1
309.56,PayPal,home & garden,3,28,mobile,0,155,19,1
59.25,PayPal,health & beauty,2,40,desktop,0,125,17,1
217.23,bank transfer,clothing,3,30,desktop,0,246,6,1
491.2,bank transfer,health & beauty,2,37,desktop,0,360,2,1
48.09,debit card,clothing,3,36,desktop,0,100,11,1
88.87,debit card,electronics,5,44,tablet,0,197,13,1
16.37,debit card,health & beauty,5,23,mobile,0,339,12,1
151.46,bank transfer,home & garden,4,31,desktop,0,141,2,1
445.86,debit card,home & garden,4,39,mobile,0,121,18,1
93.96,debit card,health & beauty,2,22,mobile,0,166,5,1
24.5,debit card,electronics,1,22,desktop,0,318,5,1
240.05,bank transfer,home & garden,3,37,desktop,0,77,16,1
248.18,credit card,electronics,1,38,mobile,0,100,14,1
267.56,bank transfer,health & beauty,5,39,mobile,0,244,20,1
146.75,bank transfer,clothing,3,21,mobile,0,214,10,1
40.67,debit card,toys & games,2,38,desktop,0,106,21,1
259.72,credit card,toys & games,2,41,tablet,0,96,21,1
55.15,bank transfer,electronics,3,36,tablet,0,308,20,1
138.0,debit card,clothing,3,21,desktop,0,16,20,1
360.87,credit card,toys & games,5,48,mobile,0,355,10,1
228.88,debit card,electronics,3,33,mobile,0,304,10,1
398.47,PayPal,clothing,2,44,mobile,0,18,0,1
114.42,PayPal,electronics,5,38,tablet,0,163,3,0
562.23,credit card,electronics,4,18,mobile,0,211,17,1
129.37,bank transfer,toys & games,4,36,desktop,0,87,16,1
44.99,credit card,toys & games,4,18,desktop,0,328,12,1
26.27,bank transfer,electronics,3,34,mobile,0,193,7,1
58.2,PayPal,clothing,2,46,mobile,0,92,17,1
67.74,bank transfer,health & beauty,3,33,mobile,0,298,22,1
281.54,credit card,clothing,5,28,desktop,0,36,18,1
322.23,credit card,clothing,2,52,desktop,0,23,20,1
37.16,debit card,home & garden,4,40,tablet,0,288,20,1
135.36,debit card,toys & games,5,38,desktop,0,356,1,0
167.28,debit card,clothing,1,26,mobile,0,242,15,1
867.18,credit card,toys & games,3,30,tablet,0,179,4,1
535.57,PayPal,toys & games,4,34,tablet,1,240,17,0
170.94,PayPal,clothing,4,22,mobile,0,124,14,1
128.68,bank transfer,health & beauty,2,32,tablet,0,82,18,1
76.36,PayPal,electronics,4,54,mobile,0,277,10,1
440.28,bank transfer,home & garden,3,16,desktop,0,31,5,1
216.3,credit card,toys & games,2,27,tablet,0,265,3,1
262.75,bank transfer,electronics,5,21,tablet,0,357,21,1
136.68,bank transfer,home & garden,2,26,tablet,0,43,7,1
194.69,credit card,electronics,2,22,mobile,0,106,19,1
76.32,debit card,clothing,1,41,mobile,0,153,20,1
93.81,PayPal,clothing,1,23,mobile,0,202,0,1
194.22,PayPal,toys & games,4,40,desktop,0,145,8,1
64.86,bank transfer,clothing,5,24,desktop,0,225,16,1
570.64,credit card,home & garden,1,14,tablet,0,299,19,1
96.42,credit card,toys & games,1,49,tablet,0,277,20,1
66.83,debit card,home & garden,4,36,tablet,0,39,19,1
425.17,credit card,electronics,1,41,mobile,0,161,10,1
15.23,bank transfer,clothing,4,31,mobile,0,167,13,0
297.21,credit card,home & garden,1,52,mobile,0,111,14,1
419.91,credit card,clothing,5,28,desktop,0,317,21,1
303.2,debit card,health & beauty,2,40,tablet,0,115,8,1
45.68,debit card,health & beauty,4,54,tablet,0,213,10,1
71.7,credit card,toys & games,4,49,desktop,1,76,7,1
31.48,PayPal,health & beauty,2,31,tablet,0,115,16,1
153.58,credit card,home & garden,4,19,tablet,0,332,6,1
20.93,debit card,home & garden,3,29,mobile,0,44,15,1
154.44,credit card,health & beauty,5,33,tablet,0,299,17,1
114.66,bank transfer,health & beauty,5,39,desktop,0,208,3,1
403.62,debit card,electronics,5,36,tablet,0,47,9,1
57.16,debit card,home & garden,4,34,tablet,0,236,22,1
677.48,credit card,home & garden,5,41,desktop,0,93,6,1
378.24,credit card,toys & games,1,27,desktop,0,317,16,1
196.6,PayPal,clothing,1,46,desktop,0,251,22,1
57.41,debit card,electronics,3,40,tablet,0,177,9,1
49.16,PayPal,electronics,3,37,tablet,0,22,10,1
112.04,bank transfer,health & beauty,5,49,desktop,1,15,2,1
82.61,debit card,home & garden,5,38,desktop,0,123,6,0
65.13,bank transfer,health & beauty,4,49,tablet,0,114,1,0
365.64,bank transfer,home & garden,3,51,desktop,0,222,3,1
667.94,bank transfer,home & garden,4,46,tablet,0,289,5,1
160.38,bank transfer,health & beauty,2,36,mobile,0,287,7,1
121.97,credit card,health & beauty,5,16,mobile,0,343,0,1
62.3,credit card,electronics,4,43,tablet,1,22,5,1
149.16,bank transfer,health & beauty,5,41,desktop,0,209,3,1
224.17,bank transfer,health & beauty,1,30,desktop,0,239,2,1
140.5,PayPal,electronics,5,38,tablet,0,351,18,1
23.36,credit card,electronics,2,22,tablet,0,336,22,1
12.23,PayPal,health & beauty,3,24,mobile,0,274,17,1
456.86,PayPal,health & beauty,3,14,mobile,0,222,0,1
50.82,credit card,health & beauty,2,30,tablet,0,23,4,0
311.26,credit card,health & beauty,3,20,mobile,1,28,2,1
287.57,credit card,toys & games,4,28,tablet,0,177,10,0
73.34,debit card,home & garden,5,36,mobile,0,263,20,0
112.83,credit card,electronics,2,39,tablet,0,9,6,1
51.29,PayPal,toys & games,5,54,desktop,0,96,1,1
410.78,bank transfer,toys & games,1,47,desktop,0,39,8,1
100.86,PayPal,electronics,1,32,tablet,0,218,16,1
140.75,bank transfer,electronics,3,41,desktop,0,234,17,1
233.66,debit card,toys & games,3,54,mobile,0,249,1,1
143.78,credit card,home & garden,2,48,desktop,0,29,13,1
126.1,debit card,health & beauty,5,30,mobile,0,4,4,1
239.11,PayPal,home & garden,3,27,tablet,0,75,2,1
60.93,bank transfer,electronics,2,36,mobile,0,75,0,1
63.26,PayPal,home & garden,2,46,desktop,0,113,0,0
279.82,credit card,toys & games,4,33,tablet,0,55,9,1
150.28,bank transfer,home & garden,4,25,desktop,0,140,21,1
20.94,bank transfer,toys & games,4,27,tablet,0,303,3,1
577.28,PayPal,home & garden,1,50,mobile,0,176,8,1
136.72,bank transfer,health & beauty,5,31,mobile,0,331,1,1
170.26,credit card,clothing,1,35,desktop,0,137,13,1
250.04,PayPal,health & beauty,3,35,desktop,0,165,16,1
395.69,debit card,health & beauty,5,33,desktop,0,12,21,1
912.57,bank transfer,clothing,4,50,mobile,0,293,20,1
54.23,debit card,electronics,5,37,tablet,0,17,1,1
323.59,bank transfer,health & beauty,2,40,mobile,0,77,15,1
240.5,credit card,home & garden,2,55,desktop,0,175,1,1
36.8,bank transfer,electronics,5,33,tablet,0,302,7,1
89.06,credit card,clothing,5,23,tablet,0,17,23,1
228.03,debit card,electronics,2,37,desktop,0,357,2,1
15.07,PayPal,electronics,5,39,desktop,0,120,10,1
46.64,bank transfer,health & beauty,4,44,desktop,0,45,7,1
388.28,debit card,health & beauty,2,21,tablet,0,87,23,1
88.91,PayPal,toys & games,4,57,tablet,0,44,21,1
33.8,debit card,toys & games,5,28,tablet,0,71,17,1
145.6,debit card,home & garden,2,26,mobile,0,5,22,1
285.96,debit card,home & garden,1,36,tablet,0,244,3,1
427.24,bank transfer,health & beauty,5,27,tablet,0,214,23,1
85.95,debit card,electronics,5,31,desktop,0,216,13,1
62.11,PayPal,home & garden,4,33,tablet,0,264,21,1
142.76,debit card,electronics,4,31,mobile,0,215,23,1
35.36,credit card,health & beauty,3,39,desktop,0,145,3,1
234.46,bank transfer,electronics,5,19,tablet,0,263,14,1
35.25,bank transfer,electronics,3,54,tablet,0,111,6,1
24.53,PayPal,clothing,1,40,mobile,0,34,13,1
37.11,debit card,home & garden,3,49,mobile,0,105,0,1
276.8,PayPal,electronics,2,37,mobile,0,3,8,1
457.96,credit card,clothing,3,24,mobile,0,212,2,1
291.04,bank transfer,toys & games,2,32,desktop,0,358,13,1
135.29,PayPal,health & beauty,1,26,mobile,0,212,10,1
125.43,debit card,home & garden,5,58,mobile,0,350,13,1
70.77,debit card,toys & games,3,47,tablet,0,330,17,1
27.48,credit card,clothing,2,39,desktop,0,127,16,1
171.26,credit card,toys & games,5,18,desktop,0,235,13,1
192.84,debit card,clothing,1,37,desktop,0,350,20,1
128.05,PayPal,health & beauty,4,32,mobile,0,219,21,1
585.56,PayPal,electronics,3,31,desktop,0,304,4,1
213.69,debit card,clothing,3,30,tablet,0,245,14,1
86.86,PayPal,home & garden,3,23,mobile,0,60,9,1
224.55,credit card,clothing,4,39,desktop,1,2,6,1
290.04,debit card,home & garden,3,33,desktop,0,296,20,1
176.1,credit card,home & garden,5,23,mobile,0,197,14,0
252.7,credit card,health & beauty,3,28,mobile,0,262,3,1
10.77,debit card,electronics,2,41,mobile,0,242,0,1
452.51,PayPal,clothing,1,21,desktop,0,42,3,1
464.77,PayPal,clothing,5,34,desktop,0,363,21,1
143.14,bank transfer,toys & games,3,16,tablet,0,306,19,1
323.55,bank transfer,health & beauty,2,46,tablet,0,17,22,1
34.17,debit card,toys & games,1,21,mobile,0,119,9,1
295.23,PayPal,electronics,3,33,mobile,0,49,18,1
57.01,PayPal,home & garden,4,31,desktop,0,183,6,1
206.17,PayPal,electronics,1,32,tablet,0,190,5,1
386.69,PayPal,health & beauty,4,21,tablet,0,283,18,1
77.72,bank transfer,clothing,2,38,mobile,0,329,5,1
179.35,bank transfer,electronics,5,33,mobile,0,52,14,1
402.65,PayPal,health & beauty,5,38,mobile,0,166,22,1
82.62,debit card,clothing,2,26,desktop,0,298,2,1
317.59,credit card,health & beauty,5,28,desktop,0,290,15,1
193.48,PayPal,electronics,3,39,mobile,0,238,19,1
74.84,PayPal,toys & games,2,39,tablet,0,135,8,1
1019.93,bank transfer,health & beauty,1,34,tablet,0,317,1,1
314.35,debit card,home & garden,4,39,mobile,0,64,13,1
65.83,bank transfer,health & beauty,1,37,tablet,0,274,14,1
38.69,credit card,health & beauty,3,38,tablet,0,85,4,1
31.7,bank transfer,clothing,5,3,mobile,0,5,13,1
43.69,bank transfer,health & beauty,3,42,tablet,0,20,13,1
130.67,bank transfer,clothing,2,39,desktop,0,302,16,1
331.7,PayPal,clothing,1,45,tablet,0,314,19,1
31.79,bank transfer,home & garden,5,32,desktop,0,102,5,0
85.82,bank transfer,clothing,3,42,tablet,0,177,0,1
71.99,debit card,health & beauty,2,25,mobile,0,178,16,1
190.5,debit card,home & garden,2,7,mobile,0,221,3,1
362.48,bank transfer,health & beauty,2,27,desktop,0,100,20,1
38.85,credit card,electronics,2,16,desktop,0,273,10,1
66.9,bank transfer,health & beauty,2,41,mobile,0,60,4,1
72.8,credit card,toys & games,2,30,tablet,0,67,10,0
161.02,bank transfer,toys & games,2,36,desktop,0,293,15,1
394.2,PayPal,toys & games,1,28,tablet,0,24,4,1
144.82,credit card,health & beauty,4,38,tablet,0,39,16,1
234.18,debit card,clothing,5,46,desktop,0,28,11,1
66.14,bank transfer,toys & games,2,25,mobile,0,254,19,0
185.62,bank transfer,home & garden,2,35,tablet,0,340,20,1
255.19,PayPal,electronics,5,18,tablet,0,115,5,1
15.93,debit card,toys & games,1,37,mobile,0,12,15,1
175.07,PayPal,electronics,1,32,desktop,1,12,18,1
11.76,debit card,home & garden,4,29,tablet,0,210,23,1
294.7,credit card,health & beauty,1,31,desktop,0,58,8,1
30.97,PayPal,home & garden,3,28,desktop,0,111,4,1
308.35,debit card,electronics,5,25,mobile,0,129,4,1
629.54,debit card,clothing,1,36,desktop,0,214,16,1
270.09,PayPal,electronics,5,30,desktop,0,89,6,1
154.9,credit card,home & garden,5,31,desktop,0,326,3,1
34.11,debit card,toys & games,1,32,mobile,0,307,8,1
17.52,debit card,clothing,4,20,tablet,0,171,1,1
87.66,debit card,health & beauty,3,23,mobile,0,126,4,1
47.88,credit card,home & garden,3,39,desktop,0,298,14,1
246.85,debit card,toys & games,2,35,tablet,0,307,3,1
85.63,PayPal,toys & games,3,37,mobile,0,110,1,1
54.34,bank transfer,clothing,3,9,tablet,0,92,7,1
1363.1999999999998,debit card,electronics,1,46,mobile,1,178,8,0
249.09,debit card,toys & games,5,31,mobile,0,261,21,1
38.54,PayPal,home & garden,3,20,desktop,0,353,10,1
45.2,PayPal,clothing,1,36,mobile,0,187,3,1
294.99,debit card,electronics,2,36,desktop,0,105,0,1
128.48,bank transfer,home & garden,3,36,tablet,0,186,19,1
36.74,debit card,home & garden,1,35,desktop,0,282,5,1
50.39,PayPal,home & garden,5,46,tablet,0,229,16,1
553.3,bank transfer,electronics,5,12,mobile,0,202,9,1
141.58,credit card,electronics,2,26,mobile,0,180,18,1
196.67,bank transfer,electronics,2,39,mobile,0,59,21,0
79.79,credit card,toys & games,5,25,mobile,0,230,4,1
31.77,credit card,toys & games,2,15,desktop,0,157,14,0
1195.4,bank transfer,toys & games,4,26,desktop,1,355,0,1
74.54,credit card,electronics,5,56,tablet,0,327,8,1
83.84,bank transfer,toys & games,5,25,mobile,0,298,19,1
77.33,PayPal,home & garden,2,54,tablet,0,179,4,1
145.47,bank transfer,clothing,3,29,desktop,0,166,15,1
11.79,debit card,clothing,4,33,tablet,0,282,10,0
53.48,bank transfer,home & garden,2,33,desktop,0,88,15,1
191.6,credit card,health & beauty,3,43,desktop,0,313,17,1
185.18,bank transfer,toys & games,2,30,tablet,0,105,5,1
416.76,debit card,toys & games,2,47,mobile,0,155,14,1
356.84,PayPal,electronics,2,34,desktop,0,228,7,1
285.92,bank transfer,electronics,4,49,mobile,0,176,12,1
20.15,bank transfer,electronics,4,21,tablet,0,292,20,1
30.27,bank transfer,health & beauty,2,38,desktop,0,7,11,1
58.83,PayPal,home & garden,3,34,tablet,0,207,23,1
170.83,PayPal,health & beauty,4,31,mobile,0,357,13,0
135.13,debit card,clothing,1,36,tablet,0,109,21,1
96.64,credit card,electronics,3,32,desktop,0,67,19,1
32.2,bank transfer,health & beauty,1,36,tablet,0,176,2,1
183.78,debit card,home & garden,3,31,mobile,0,130,14,1
226.25,bank transfer,clothing,5,33,tablet,0,85,18,1
125.87,credit card,toys & games,5,42,mobile,0,88,18,1
726.3,credit card,toys & games,5,42,desktop,0,191,2,1
119.75,debit card,electronics,5,23,mobile,0,157,23,0
206.15,bank transfer,toys & games,5,34,tablet,0,257,22,1
79.26,PayPal,clothing,1,24,desktop,1,25,21,1
267.85,credit card,health & beauty,4,36,mobile,0,198,10,1
30.59,debit card,home & garden,3,18,mobile,1,49,3,1
20.36,bank transfer,health & beauty,2,42,mobile,0,121,1,1
259.55,bank transfer,home & garden,4,33,mobile,0,257,4,1
844.0,PayPal,home & garden,4,27,desktop,0,69,23,1
470.38,debit card,toys & games,5,23,tablet,0,268,12,1
30.52,bank transfer,toys & games,1,39,desktop,0,234,14,1
268.51,debit card,clothing,1,15,mobile,0,80,11,1
38.99,PayPal,home & garden,4,27,tablet,0,331,2,1
483.96,credit card,home & garden,3,47,mobile,0,27,0,1
681.65,PayPal,home & garden,4,36,tablet,0,354,2,1
166.06,PayPal,health & beauty,5,44,mobile,0,124,8,1
272.71,debit card,clothing,5,37,desktop,0,303,19,1
277.52,PayPal,clothing,2,41,mobile,0,321,14,1
216.75,bank transfer,clothing,5,29,tablet,0,67,1,0
74.62,PayPal,health & beauty,4,37,tablet,0,55,1,1
258.6,credit card,clothing,3,33,mobile,0,221,18,1
243.1,debit card,health & beauty,2,33,desktop,0,214,19,1
171.15,bank transfer,toys & games,4,41,desktop,0,333,20,1
199.17,bank transfer,electronics,1,29,desktop,0,125,10,0
37.24,bank transfer,electronics,2,45,tablet,0,236,6,1
31.91,debit card,electronics,4,53,tablet,0,84,18,1
26.27,debit card,health & beauty,4,32,tablet,0,23,4,1
78.47,credit card,clothing,4,25,tablet,0,315,12,1
75.2,credit card,clothing,3,32,tablet,0,101,16,1
472.71,PayPal,clothing,1,31,mobile,0,64,7,1
357.87,credit card,health & beauty,1,51,mobile,0,14,18,1
376.94,credit card,health & beauty,1,36,tablet,0,205,21,1
52.87,debit card,health & beauty,4,33,desktop,0,179,16,1
14.28,PayPal,electronics,1,34,desktop,0,106,3,1
327.44,bank transfer,home & garden,3,43,tablet,0,211,11,1
101.59,bank transfer,clothing,5,40,desktop,0,19,12,1
91.19,bank transfer,home & garden,3,34,tablet,0,122,16,1
70.12,credit card,toys & games,5,33,mobile,0,365,20,0
1357.1,bank transfer,home & garden,5,21,mobile,1,250,11,1
34.3,bank transfer,toys & games,4,34,tablet,0,250,6,1
133.25,PayPal,toys & games,3,35,tablet,0,3,8,1
88.25,debit card,home & garden,1,42,mobile,0,356,11,1
178.39,PayPal,electronics,5,40,mobile,0,182,19,1
143.93,credit card,electronics,5,41,mobile,0,87,22,1
373.5,credit card,electronics,2,35,tablet,1,165,0,1
390.73,credit card,electronics,1,38,desktop,0,153,0,1
94.93,credit card,toys & games,2,34,mobile,0,362,19,1
398.27,bank transfer,health & beauty,1,29,desktop,0,308,16,1
341.08,bank transfer,toys & games,5,38,tablet,0,322,20,0
32.77,bank transfer,electronics,2,27,mobile,0,44,18,1
2335.15,PayPal,electronics,3,34,mobile,1,58,16,1
137.03,debit card,clothing,3,39,tablet,0,1,21,1
61.1,debit card,electronics,2,24,mobile,0,254,14,1
89.29,bank transfer,electronics,1,36,desktop,0,198,22,1
266.03,credit card,electronics,1,34,mobile,0,159,17,1
30.35,bank transfer,clothing,1,18,tablet,0,256,5,1
74.15,debit card,clothing,1,35,desktop,1,68,20,1
122.46,PayPal,electronics,3,33,desktop,0,206,21,1
167.35,credit card,toys & games,3,22,tablet,1,134,18,1
35.09,debit card,home & garden,1,28,tablet,0,177,0,1
32.63,bank transfer,clothing,3,48,tablet,0,138,5,1
228.33,credit card,clothing,3,43,desktop,0,74,11,1
525.14,bank transfer,health & beauty,4,41,mobile,0,8,21,1
363.5,debit card,toys & games,4,36,desktop,0,259,4,1
39.61,debit card,electronics,2,40,tablet,0,259,22,0
24.18,bank transfer,clothing,3,40,mobile,0,283,13,1
153.35,bank transfer,toys & games,2,46,mobile,0,281,21,1
171.22,debit card,home & garden,1,30,mobile,0,97,16,1
44.92,bank transfer,electronics,2,31,tablet,0,42,0,1
100.12,PayPal,health & beauty,3,37,desktop,0,93,10,1
